Series Name,Title ID,Title,ISBN 10,ISBN 13,Imprint,List Price,ISBN ID,Author
Nonfiction — Young Adult,33490,Self-Driving Cars,1541500555,9781541500556,Twenty-First Century Books ™,37.32,72415,Michael Fallon
Nonfiction — Young Adult,26514,Pandemic,1541524764,9781541524767,Twenty-First Century Books ™,63.99,76072,Connie Goldsmith
Nonfiction — Young Adult,33106,Diet for a Changing Climate,1541524772,9781541524774,Twenty-First Century Books ™,55.99,76073,Christy Mihaly; Sue Heavenrich
Nonfiction — Young Adult,33178,Extreme Longevity,1541524780,9781541524781,Twenty-First Century Books ™,55.99,76074,Karen Latchana Kenney
Nonfiction — Young Adult,33179,Snakebite!,1541524799,9781541524798,Twenty-First Century Books ™,55.99,76075,Charles C. Hofer
Nonfiction — Young Adult,33329,Animals Go to War,1541524802,9781541524804,Twenty-First Century Books ™,55.99,76076,Connie Goldsmith
Nonfiction — Young Adult,33330,Shark Quest,1541524810,9781541524811,Twenty-First Century Books ™,55.99,76077,Karen Romano Young
Nonfiction — Young Adult,33490,Self-Driving Cars,1541524837,9781541524835,Twenty-First Century Books ™,55.99,76079,Michael Fallon
Nonfiction — Young Adult,33329,Animals Go to War,1541538137,9781541538139,Twenty-First Century Books ™,9.99,78829,Connie Goldsmith
Nonfiction — Young Adult,33329,Animals Go to War,1541538145,9781541538146,Twenty-First Century Books ™,55.99,78830,Connie Goldsmith
Nonfiction — Young Adult,33329,Animals Go to War,1541538153,9781541538153,Twenty-First Century Books ™,9.99,78831,Connie Goldsmith
Nonfiction — Young Adult,33106,Diet for a Changing Climate,1541538161,9781541538160,Twenty-First Century Books ™,9.99,78832,Christy Mihaly; Sue Heavenrich
Nonfiction — Young Adult,33106,Diet for a Changing Climate,154153817X,9781541538177,Twenty-First Century Books ™,55.99,78833,Christy Mihaly; Sue Heavenrich
Nonfiction — Young Adult,33106,Diet for a Changing Climate,1541538188,9781541538184,Twenty-First Century Books ™,9.99,78834,Christy Mihaly; Sue Heavenrich
Nonfiction — Young Adult,33178,Extreme Longevity,1541538196,9781541538191,Twenty-First Century Books ™,9.99,78835,Karen Latchana Kenney
Nonfiction — Young Adult,33178,Extreme Longevity,154153820X,9781541538207,Twenty-First Century Books ™,55.99,78836,Karen Latchana Kenney
Nonfiction — Young Adult,33178,Extreme Longevity,1541538218,9781541538214,Twenty-First Century Books ™,9.99,78837,Karen Latchana Kenney
Nonfiction — Young Adult,26514,Pandemic,1541538226,9781541538221,Twenty-First Century Books ™,9.99,78838,Connie Goldsmith
Nonfiction — Young Adult,26514,Pandemic,1541538234,9781541538238,Twenty-First Century Books ™,63.99,78839,Connie Goldsmith
Nonfiction — Young Adult,26514,Pandemic,1541538242,9781541538245,Twenty-First Century Books ™,9.99,78840,Connie Goldsmith
Nonfiction — Young Adult,33490,Self-Driving Cars,1541538250,9781541538252,Twenty-First Century Books ™,9.99,78841,Michael Fallon
Nonfiction — Young Adult,33490,Self-Driving Cars,1541538269,9781541538269,Twenty-First Century Books ™,55.99,78842,Michael Fallon
Nonfiction — Young Adult,33490,Self-Driving Cars,1541538277,9781541538276,Twenty-First Century Books ™,9.99,78843,Michael Fallon
Nonfiction — Young Adult,33330,Shark Quest,1541538285,9781541538283,Twenty-First Century Books ™,9.99,78844,Karen Romano Young
Nonfiction — Young Adult,33330,Shark Quest,1541538293,9781541538290,Twenty-First Century Books ™,55.99,78845,Karen Romano Young
Nonfiction — Young Adult,33330,Shark Quest,1541538307,9781541538306,Twenty-First Century Books ™,9.99,78846,Karen Romano Young
Nonfiction — Young Adult,33179,Snakebite!,1541538315,9781541538313,Twenty-First Century Books ™,9.99,78847,Charles C. Hofer
Nonfiction — Young Adult,33179,Snakebite!,1541538323,9781541538320,Twenty-First Century Books ™,55.99,78848,Charles C. Hofer
Nonfiction — Young Adult,33179,Snakebite!,1541538331,9781541538337,Twenty-First Century Books ™,9.99,78849,Charles C. Hofer
Nonfiction — Young Adult,12575,Transgender Lives,1541557506,9781541557505,Twenty-First Century Books ™,9.99,96373,Kirstin Cronn-Mills
Nonfiction — Young Adult,12575,Transgender Lives,1541557514,9781541557512,Twenty-First Century Books ™,51.99,96374,Kirstin Cronn-Mills
Nonfiction — Young Adult,12575,Transgender Lives,1541557522,9781541557529,Twenty-First Century Books ™,9.99,96375,Kirstin Cronn-Mills
Nonfiction — Young Adult,33489,Living Simply,1541500547,9781541500549,Twenty-First Century Books ™,37.32,72414,Sally McGraw
Nonfiction — Young Adult,34559,Forest Talk,1541519779,9781541519770,Twenty-First Century Books ™,37.32,75428,Melissa Koch
Nonfiction — Young Adult,34561,"Solutions for a Cleaner, Greener Planet",1541519795,9781541519794,Twenty-First Century Books ™,37.32,75430,Marc Zimmer
Nonfiction — Young Adult,33489,Living Simply,1541524829,9781541524828,Twenty-First Century Books ™,55.99,76078,Sally McGraw
Nonfiction — Young Adult,35526,The Global Refugee Crisis,1541528115,9781541528116,Twenty-First Century Books ™,37.32,77316,Stephanie Sammartino McPherson
Nonfiction — Young Adult,35527,Women in the Military,1541528123,9781541528123,Twenty-First Century Books ™,37.32,77317,Connie Goldsmith
Nonfiction — Young Adult,35529,Fake News,154152814X,9781541528147,Twenty-First Century Books ™,37.32,77319,Michael Miller
Nonfiction — Young Adult,35942,Exposing Hate,1541539257,9781541539259,Twenty-First Century Books ™,37.32,78984,Michael Miller
Nonfiction — Young Adult,36607,No More Excuses,1541540204,9781541540200,Twenty-First Century Books ™,37.32,80450,Amber J. Keyser
Nonfiction — Young Adult,35942,Exposing Hate,1541543912,9781541543911,Twenty-First Century Books ™,55.99,86656,Michael Miller
Nonfiction — Young Adult,35529,Fake News,1541543920,9781541543928,Twenty-First Century Books ™,55.99,86657,Michael Miller
Nonfiction — Young Adult,34559,Forest Talk,1541543939,9781541543935,Twenty-First Century Books ™,55.99,86658,Melissa Koch
Nonfiction — Young Adult,35526,The Global Refugee Crisis,1541543947,9781541543942,Twenty-First Century Books ™,55.99,86659,Stephanie Sammartino McPherson
Nonfiction — Young Adult,36607,No More Excuses,1541543955,9781541543959,Twenty-First Century Books ™,55.99,86660,Amber J. Keyser
Nonfiction — Young Adult,34561,"Solutions for a Cleaner, Greener Planet",1541543963,9781541543966,Twenty-First Century Books ™,55.99,86661,Marc Zimmer
Nonfiction — Young Adult,35942,Exposing Hate,154155244X,9781541552449,Twenty-First Century Books ™,55.99,90123,Michael Miller
Nonfiction — Young Adult,35942,Exposing Hate,1541552458,9781541552456,Twenty-First Century Books ™,9.99,90124,Michael Miller
Nonfiction — Young Adult,35942,Exposing Hate,1541552466,9781541552463,Twenty-First Century Books ™,9.99,90125,Michael Miller
Nonfiction — Young Adult,35529,Fake News,1541552474,9781541552470,Twenty-First Century Books ™,55.99,90126,Michael Miller
Nonfiction — Young Adult,35529,Fake News,1541552482,9781541552487,Twenty-First Century Books ™,9.99,90127,Michael Miller
Nonfiction — Young Adult,35529,Fake News,1541552490,9781541552494,Twenty-First Century Books ™,9.99,90128,Michael Miller
Nonfiction — Young Adult,34559,Forest Talk,1541552504,9781541552500,Twenty-First Century Books ™,55.99,90129,Melissa Koch
Nonfiction — Young Adult,34559,Forest Talk,1541552512,9781541552517,Twenty-First Century Books ™,9.99,90130,Melissa Koch
Nonfiction — Young Adult,34559,Forest Talk,1541552520,9781541552524,Twenty-First Century Books ™,9.99,90131,Melissa Koch
Nonfiction — Young Adult,33489,Living Simply,1541552539,9781541552531,Twenty-First Century Books ™,55.99,90132,Sally McGraw
Nonfiction — Young Adult,33489,Living Simply,1541552547,9781541552548,Twenty-First Century Books ™,9.99,90133,Sally McGraw
Nonfiction — Young Adult,33489,Living Simply,1541552555,9781541552555,Twenty-First Century Books ™,9.99,90134,Sally McGraw
Nonfiction — Young Adult,36607,No More Excuses,1541552563,9781541552562,Twenty-First Century Books ™,55.99,90135,Amber J. Keyser
Nonfiction — Young Adult,36607,No More Excuses,1541552571,9781541552579,Twenty-First Century Books ™,9.99,90136,Amber J. Keyser
Nonfiction — Young Adult,36607,No More Excuses,154155258X,9781541552586,Twenty-First Century Books ™,9.99,90137,Amber J. Keyser
Nonfiction — Young Adult,34561,"Solutions for a Cleaner, Greener Planet",1541552598,9781541552593,Twenty-First Century Books ™,55.99,90138,Marc Zimmer
Nonfiction — Young Adult,34561,"Solutions for a Cleaner, Greener Planet",1541552601,9781541552609,Twenty-First Century Books ™,9.99,90139,Marc Zimmer
Nonfiction — Young Adult,34561,"Solutions for a Cleaner, Greener Planet",154155261X,9781541552616,Twenty-First Century Books ™,9.99,90140,Marc Zimmer
Nonfiction — Young Adult,35526,The Global Refugee Crisis,1541552628,9781541552623,Twenty-First Century Books ™,55.99,90141,Stephanie Sammartino McPherson
Nonfiction — Young Adult,35526,The Global Refugee Crisis,1541552636,9781541552630,Twenty-First Century Books ™,9.99,90142,Stephanie Sammartino McPherson
Nonfiction — Young Adult,35526,The Global Refugee Crisis,1541552644,9781541552647,Twenty-First Century Books ™,9.99,90143,Stephanie Sammartino McPherson
Nonfiction — Young Adult,35527,Women in the Military,1541557077,9781541557079,Twenty-First Century Books ™,55.99,93888,Connie Goldsmith
Nonfiction — Young Adult,35527,Women in the Military,1541557085,9781541557086,Twenty-First Century Books ™,9.99,93889,Connie Goldsmith
Nonfiction — Young Adult,35527,Women in the Military,1541557093,9781541557093,Twenty-First Century Books ™,55.99,93890,Connie Goldsmith
Nonfiction — Young Adult,35527,Women in the Military,1541557107,9781541557109,Twenty-First Century Books ™,9.99,93891,Connie Goldsmith
Nonfiction — Young Adult,34560,The Dozier School for Boys,1541519787,9781541519787,Twenty-First Century Books ™,37.32,75429,"Elizabeth A. Murray, PhD"
Nonfiction — Young Adult,35528,Body 2.0,1541528131,9781541528130,Twenty-First Century Books ™,37.32,77318,Sara Latta
Nonfiction — Young Adult,35530,Vote!,1541528158,9781541528154,Twenty-First Century Books ™,37.32,77320,Coral Celeste Frazer
Nonfiction — Young Adult,35710,Giraffe Extinction,1541532384,9781541532380,Twenty-First Century Books ™,37.32,78061,Tanya Anderson
Nonfiction — Young Adult,36608,Mindfulness and Meditation,1541540212,9781541540217,Twenty-First Century Books ™,37.32,80451,Whitney Stewart
Nonfiction — Young Adult,36609,You Do You,1541540220,9781541540224,Twenty-First Century Books ™,37.32,80452,Sarah Mirk
Nonfiction — Young Adult,35528,Body 2.0,1541543904,9781541543904,Twenty-First Century Books ™,55.99,86655,Sara Latta
Nonfiction — Young Adult,35528,Body 2.0,1541552415,9781541552418,Twenty-First Century Books ™,55.99,90120,Sara Latta
Nonfiction — Young Adult,35528,Body 2.0,1541552423,9781541552425,Twenty-First Century Books ™,9.99,90121,Sara Latta
Nonfiction — Young Adult,35528,Body 2.0,1541552431,9781541552432,Twenty-First Century Books ™,9.99,90122,Sara Latta
Nonfiction — Young Adult,42926,Gun Violence,1541555546,9781541555549,Twenty-First Century Books ™,37.32,92908,Matt Doeden
Nonfiction — Young Adult,35530,Vote!,1541562658,9781541562653,Twenty-First Century Books ™,55.99,98791,Coral Celeste Frazer
Nonfiction — Young Adult,35710,Giraffe Extinction,1541562666,9781541562660,Twenty-First Century Books ™,55.99,98792,Tanya Anderson
Nonfiction — Young Adult,42926,Gun Violence,1541562674,9781541562677,Twenty-First Century Books ™,55.99,98793,Matt Doeden
Nonfiction — Young Adult,34560,The Dozier School for Boys,1541562690,9781541562691,Twenty-First Century Books ™,55.99,98795,"Elizabeth A. Murray, PhD"
Nonfiction — Young Adult,36608,Mindfulness and Meditation,1541562704,9781541562707,Twenty-First Century Books ™,55.99,98796,Whitney Stewart
Nonfiction — Young Adult,36609,You Do You,1541562712,9781541562714,Twenty-First Century Books ™,55.99,98797,Sarah Mirk
Nonfiction — Young Adult,35710,Giraffe Extinction,1541572238,9781541572232,Twenty-First Century Books ™,9.99,99660,Tanya Anderson
Nonfiction — Young Adult,35710,Giraffe Extinction,1541572246,9781541572249,Twenty-First Century Books ™,55.99,99661,Tanya Anderson
Nonfiction — Young Adult,35710,Giraffe Extinction,1541572254,9781541572256,Twenty-First Century Books ™,9.99,99662,Tanya Anderson
Nonfiction — Young Adult,42926,Gun Violence,1541572262,9781541572263,Twenty-First Century Books ™,9.99,99663,Matt Doeden
Nonfiction — Young Adult,42926,Gun Violence,1541572270,9781541572270,Twenty-First Century Books ™,55.99,99664,Matt Doeden
Nonfiction — Young Adult,42926,Gun Violence,1541572289,9781541572287,Twenty-First Century Books ™,9.99,99665,Matt Doeden
Nonfiction — Young Adult,36608,Mindfulness and Meditation,1541572297,9781541572294,Twenty-First Century Books ™,9.99,99666,Whitney Stewart
Nonfiction — Young Adult,36608,Mindfulness and Meditation,1541572300,9781541572300,Twenty-First Century Books ™,55.99,99667,Whitney Stewart
Nonfiction — Young Adult,36608,Mindfulness and Meditation,1541572319,9781541572317,Twenty-First Century Books ™,9.99,99668,Whitney Stewart
Nonfiction — Young Adult,34560,The Dozier School for Boys,1541572327,9781541572324,Twenty-First Century Books ™,9.99,99669,"Elizabeth A. Murray, PhD"
Nonfiction — Young Adult,34560,The Dozier School for Boys,1541572335,9781541572331,Twenty-First Century Books ™,55.99,99670,"Elizabeth A. Murray, PhD"
Nonfiction — Young Adult,34560,The Dozier School for Boys,1541572343,9781541572348,Twenty-First Century Books ™,9.99,99671,"Elizabeth A. Murray, PhD"
Nonfiction — Young Adult,35530,Vote!,1541572351,9781541572355,Twenty-First Century Books ™,9.99,99672,Coral Celeste Frazer
Nonfiction — Young Adult,35530,Vote!,154157236X,9781541572362,Twenty-First Century Books ™,55.99,99673,Coral Celeste Frazer
Nonfiction — Young Adult,35530,Vote!,1541572378,9781541572379,Twenty-First Century Books ™,9.99,99674,Coral Celeste Frazer
Nonfiction — Young Adult,36609,You Do You,1541572386,9781541572386,Twenty-First Century Books ™,9.99,99675,Sarah Mirk
Nonfiction — Young Adult,36609,You Do You,1541572394,9781541572393,Twenty-First Century Books ™,55.99,99676,Sarah Mirk
Nonfiction — Young Adult,36609,You Do You,1541572408,9781541572409,Twenty-First Century Books ™,9.99,99677,Sarah Mirk
